,open,high,low,close
2011-05-06,1.6382,1.6463,1.6351,1.6368
2011-05-09,1.6375,1.6407,1.6266,1.6393
2011-05-10,1.6393,1.6421,1.6313,1.6369
2011-05-11,1.6367,1.6517,1.6318,1.6354
2011-05-12,1.6353,1.638,1.6231,1.6286
2011-05-13,1.6287,1.6308,1.6143,1.6198
2011-05-16,1.6175,1.6254,1.6156,1.6198
2011-05-17,1.6196,1.6303,1.6172,1.6246
2011-05-18,1.6246,1.6288,1.6101,1.6168
2011-05-19,1.6169,1.6242,1.6126,1.6226
2011-05-20,1.6223,1.6304,1.6163,1.6232
2011-05-23,1.6221,1.6233,1.6083,1.6115
2011-05-24,1.6117,1.6201,1.6055,1.6178
2011-05-25,1.618,1.6293,1.6128,1.6272
2011-05-26,1.627,1.6407,1.6269,1.6384
2011-05-27,1.6385,1.6514,1.6375,1.6506
2011-05-30,1.648,1.6512,1.6445,1.6474
2011-05-31,1.6472,1.6547,1.6421,1.645
2011-06-01,1.6459,1.6495,1.6318,1.6323
2011-06-02,1.632,1.6418,1.6302,1.6365
2011-06-03,1.6365,1.6437,1.6283,1.6426
2011-06-06,1.6421,1.646,1.6338,1.6357
2011-06-07,1.6354,1.6469,1.6322,1.6438
2011-06-08,1.644,1.6446,1.6344,1.6393
2011-06-09,1.6391,1.6465,1.6354,1.6367
2011-06-10,1.6368,1.6382,1.6216,1.6226
2011-06-13,1.6234,1.6389,1.6213,1.6374
2011-06-14,1.6372,1.6441,1.6353,1.6375
2011-06-15,1.6374,1.6383,1.6166,1.6177
2011-06-16,1.6178,1.6225,1.6077,1.6168
2011-06-17,1.6167,1.6199,1.609,1.6196
2011-06-20,1.6163,1.6234,1.6105,1.6203
2011-06-21,1.6201,1.6253,1.6163,1.6239
2011-06-22,1.6237,1.6262,1.6057,1.6066
2011-06-23,1.6064,1.6067,1.5934,1.6018
2011-06-24,1.6019,1.6047,1.5947,1.5957
2011-06-27,1.5963,1.6011,1.5911,1.5986
2011-06-28,1.5985,1.6043,1.5908,1.5995
2011-06-29,1.5995,1.6074,1.5967,1.6061
2011-06-30,1.606,1.6118,1.5971,1.6041
2011-07-01,1.6018,1.6095,1.5986,1.6074
2011-07-04,1.6059,1.6139,1.6052,1.6088
2011-07-05,1.6089,1.6127,1.5989,1.6063
2011-07-06,1.6064,1.609,1.5946,1.6003
2011-07-07,1.6004,1.6017,1.5944,1.5967
2011-07-08,1.597,1.6077,1.593,1.6052
2011-07-11,1.6029,1.6041,1.5879,1.591
2011-07-12,1.5906,1.5948,1.578,1.5934
2011-07-13,1.5937,1.6172,1.5908,1.6167
2011-07-14,1.6163,1.6192,1.6093,1.6141
2011-07-15,1.6139,1.6175,1.6074,1.6128
2011-07-18,1.6122,1.6133,1.6004,1.6046
2011-07-19,1.6048,1.6177,1.6045,1.6122
2011-07-20,1.6123,1.6166,1.6067,1.6152
2011-07-21,1.6151,1.6339,1.6119,1.6314
2011-07-22,1.6311,1.6327,1.6262,1.63
2011-07-25,1.6331,1.6331,1.626,1.6282
2011-07-26,1.6284,1.6428,1.6263,1.6419
2011-07-27,1.6416,1.6438,1.631,1.6329
2011-07-28,1.6324,1.6383,1.6292,1.637
2011-07-29,1.6369,1.647,1.6259,1.6423
2011-08-01,1.6394,1.6474,1.6236,1.6306
2011-08-02,1.6304,1.6328,1.6222,1.6284
2011-08-03,1.6285,1.644,1.6249,1.6436
2011-08-04,1.6436,1.6438,1.6243,1.6256
2011-08-05,1.6255,1.6396,1.6227,1.6391
2011-08-08,1.6453,1.6471,1.6295,1.6312
2011-08-09,1.6313,1.641,1.6174,1.6329
2011-08-10,1.6327,1.633,1.612,1.6129
2011-08-11,1.6124,1.6242,1.6109,1.6236
2011-08-12,1.6236,1.6312,1.6165,1.6274
2011-08-15,1.6284,1.6409,1.6255,1.6384
2011-08-16,1.6383,1.6476,1.6321,1.6447
2011-08-17,1.6448,1.659,1.6352,1.6538
2011-08-18,1.6538,1.6554,1.6419,1.6503
2011-08-19,1.6501,1.6617,1.6443,1.6463
2011-08-22,1.6479,1.652,1.6433,1.646
2011-08-23,1.6459,1.6571,1.6452,1.6491
2011-08-24,1.649,1.6533,1.6356,1.6358
2011-08-25,1.636,1.6397,1.626,1.6279
2011-08-26,1.6283,1.6379,1.6206,1.6367
2011-08-29,1.6346,1.6453,1.6338,1.6412
2011-08-30,1.6411,1.6419,1.6253,1.6302
2011-08-31,1.6301,1.6333,1.623,1.6255
2011-09-01,1.6238,1.6261,1.613,1.6179
2011-09-02,1.6178,1.6253,1.6171,1.6218
2011-09-05,1.6151,1.6185,1.606,1.6111
2011-09-06,1.6107,1.62,1.592,1.5941
2011-09-07,1.5936,1.6039,1.5918,1.5982
2011-09-08,1.5981,1.6082,1.5914,1.5961
2011-09-09,1.596,1.5991,1.5842,1.588
2011-09-12,1.5831,1.5885,1.5772,1.5856
2011-09-13,1.5856,1.5869,1.576,1.5779
2011-09-14,1.5777,1.5813,1.5704,1.5764
2011-09-15,1.5758,1.5868,1.5728,1.5795
2011-09-16,1.5794,1.5841,1.5743,1.5786
2011-09-19,1.5717,1.5755,1.5631,1.5691
2011-09-20,1.5691,1.5747,1.5653,1.5737
2011-09-21,1.5734,1.5741,1.5484,1.5508
2011-09-22,1.5508,1.5516,1.5326,1.5338
2011-09-23,1.5343,1.5491,1.5339,1.5463
2011-09-26,1.5476,1.557,1.543,1.5551
2011-09-27,1.5551,1.5705,1.5525,1.5633
2011-09-28,1.5628,1.5677,1.5561,1.5564
2011-09-29,1.5567,1.5715,1.554,1.5601
2011-09-30,1.5605,1.5664,1.5531,1.5583
2011-10-03,1.5582,1.5649,1.5419,1.5432
2011-10-04,1.5436,1.5495,1.5339,1.5474
2011-10-05,1.5476,1.5491,1.5391,1.5465
2011-10-06,1.5462,1.5501,1.5272,1.5433
2011-10-07,1.5433,1.5645,1.542,1.5557
2011-10-10,1.5553,1.5688,1.5525,1.5656
2011-10-11,1.5654,1.5664,1.5572,1.559
2011-10-12,1.5587,1.5797,1.5541,1.5743
2011-10-13,1.5745,1.5784,1.5664,1.5761
2011-10-14,1.5759,1.5851,1.5719,1.5821
2011-10-17,1.5821,1.5847,1.5728,1.5743
2011-10-18,1.5744,1.5821,1.563,1.5702
2011-10-19,1.5701,1.5846,1.5696,1.5768
2011-10-20,1.5768,1.5803,1.5681,1.5785
2011-10-21,1.5787,1.5973,1.5753,1.5947
2011-10-24,1.5942,1.6007,1.5899,1.5992
2011-10-25,1.5992,1.6037,1.5955,1.6002
2011-10-26,1.6002,1.6041,1.5889,1.5957
2011-10-27,1.5959,1.614,1.5952,1.6099
2011-10-28,1.6098,1.6151,1.607,1.613
2011-10-31,1.6128,1.6161,1.5963,1.608
2011-11-01,1.6072,1.6133,1.5889,1.5947
2011-11-02,1.5947,1.6047,1.5914,1.5948
2011-11-03,1.5948,1.6061,1.5874,1.6032
2011-11-04,1.6033,1.6063,1.5944,1.6031
2011-11-07,1.6067,1.6078,1.5978,1.6059
2011-11-08,1.6054,1.6129,1.6024,1.6088
2011-11-09,1.6087,1.6119,1.5903,1.5922
2011-11-10,1.5912,1.5984,1.5865,1.5932
2011-11-11,1.5931,1.6092,1.5893,1.6061
2011-11-14,1.6086,1.6088,1.5879,1.5907
2011-11-15,1.5908,1.5931,1.5797,1.5819
2011-11-16,1.5818,1.5827,1.572,1.5732
2011-11-17,1.5727,1.581,1.5689,1.5753
2011-11-18,1.5744,1.5887,1.5738,1.5799
2011-11-21,1.5786,1.5798,1.5611,1.5638
2011-11-22,1.5639,1.5691,1.5581,1.5631
2011-11-23,1.5631,1.5654,1.5493,1.5523
2011-11-24,1.5521,1.5565,1.5483,1.5492
2011-11-25,1.5494,1.5517,1.5421,1.5432
2011-11-28,1.5486,1.5594,1.5457,1.5506
2011-11-29,1.5507,1.5656,1.5467,1.5594
2011-11-30,1.5592,1.5779,1.5524,1.5705
2011-12-01,1.5701,1.5755,1.5635,1.5688
2011-12-02,1.5688,1.5721,1.5576,1.5593
2011-12-05,1.5623,1.5716,1.5583,1.5645
2011-12-06,1.5647,1.5663,1.556,1.5598
2011-12-07,1.5598,1.5721,1.5591,1.5708
2011-12-08,1.5707,1.5769,1.5609,1.5626
2011-12-09,1.5627,1.5734,1.5583,1.5668
2011-12-12,1.565,1.5657,1.5535,1.5579
2011-12-13,1.558,1.5629,1.5448,1.5481
2011-12-14,1.5476,1.553,1.5407,1.5465
2011-12-15,1.5464,1.5529,1.5432,1.5511
2011-12-16,1.5525,1.5556,1.5481,1.5544
2011-12-19,1.5542,1.5545,1.5463,1.5495
2011-12-20,1.5495,1.5701,1.5492,1.566
2011-12-21,1.566,1.5773,1.5646,1.5672
2011-12-22,1.5674,1.5728,1.5647,1.5676
2011-12-23,1.5672,1.5708,1.5583,1.5584
2011-12-26,1.559,1.5646,1.558,1.5624
2011-12-27,1.5628,1.5698,1.5593,1.5668
2011-12-28,1.5667,1.5691,1.544,1.5455
2011-12-29,1.5455,1.5475,1.536,1.5411
2011-12-30,1.5413,1.5572,1.5398,1.5533
2012-01-02,1.5497,1.5534,1.5468,1.551
2012-01-03,1.5512,1.5669,1.55,1.5647
2012-01-04,1.5646,1.5668,1.5579,1.562
2012-01-05,1.5614,1.5629,1.5465,1.5492
2012-01-06,1.5494,1.5525,1.5374,1.5423
2012-01-09,1.5422,1.5469,1.5394,1.546
2012-01-10,1.5455,1.5499,1.5444,1.5482
2012-01-11,1.5482,1.5491,1.5306,1.5324
2012-01-12,1.5329,1.5367,1.5278,1.5331
2012-01-13,1.5342,1.5409,1.5234,1.5311
2012-01-16,1.5278,1.5352,1.5272,1.5324
2012-01-17,1.5321,1.5404,1.5308,1.5332
2012-01-18,1.5333,1.5442,1.5325,1.5435
2012-01-19,1.5434,1.5492,1.5412,1.5486
2012-01-20,1.5482,1.5578,1.5449,1.5573
2012-01-23,1.5556,1.5601,1.5514,1.5567
2012-01-24,1.5564,1.5626,1.5532,1.5625
2012-01-25,1.5624,1.5678,1.5536,1.5656
2012-01-26,1.5653,1.5734,1.5648,1.5688
2012-01-27,1.5686,1.574,1.564,1.5725
2012-01-30,1.5731,1.5734,1.5651,1.5706
2012-01-31,1.5707,1.5796,1.5696,1.5759
2012-02-01,1.5756,1.5882,1.5705,1.5828
2012-02-02,1.5832,1.5858,1.5793,1.5802
2012-02-03,1.5802,1.586,1.5749,1.5814
2012-02-06,1.5802,1.5839,1.5728,1.5824
2012-02-07,1.582,1.5905,1.5786,1.5896
2012-02-08,1.5893,1.5928,1.5795,1.5814
2012-02-09,1.5814,1.5884,1.5791,1.5815
2012-02-10,1.5815,1.5849,1.5728,1.5751
2012-02-13,1.5774,1.5827,1.5757,1.5764
2012-02-14,1.5763,1.577,1.5643,1.5692
2012-02-15,1.5688,1.5735,1.5669,1.5692
2012-02-16,1.5689,1.5815,1.5653,1.5797
2012-02-17,1.5799,1.5862,1.5786,1.5818
2012-02-20,1.5842,1.588,1.5831,1.5846
2012-02-21,1.5845,1.5864,1.5771,1.5776
2012-02-22,1.5776,1.5813,1.5645,1.5665
2012-02-23,1.5665,1.5747,1.5648,1.5741
2012-02-24,1.5743,1.5898,1.572,1.5875
2012-02-27,1.5882,1.5901,1.5808,1.5823
2012-02-28,1.582,1.5907,1.5798,1.5898
2012-02-29,1.5899,1.5981,1.5894,1.5915
2012-03-01,1.5914,1.5974,1.5894,1.5957
2012-03-02,1.5954,1.5966,1.5821,1.5831
2012-03-05,1.5835,1.5876,1.5784,1.5864
2012-03-06,1.5861,1.5882,1.5694,1.5715
2012-03-07,1.5711,1.5758,1.5696,1.5739
2012-03-08,1.5738,1.5833,1.5722,1.5828
2012-03-09,1.5827,1.5832,1.566,1.567
2012-03-12,1.5669,1.5695,1.5602,1.5633
2012-03-13,1.5632,1.5747,1.5619,1.5704
2012-03-14,1.5707,1.5743,1.5648,1.5666
2012-03-15,1.5665,1.5736,1.5633,1.5711
2012-03-16,1.571,1.586,1.5692,1.5831
2012-03-19,1.5844,1.5913,1.582,1.5889
2012-03-20,1.5889,1.5897,1.583,1.5855
2012-03-21,1.5855,1.5923,1.5816,1.5863
2012-03-22,1.5864,1.5892,1.577,1.5814
2012-03-23,1.5814,1.5906,1.5804,1.5868
2012-03-26,1.5872,1.5973,1.5799,1.5966
2012-03-27,1.5968,1.6,1.594,1.5946
2012-03-28,1.5945,1.5964,1.5841,1.5887
2012-03-29,1.5887,1.5958,1.5858,1.5952
2012-03-30,1.5951,1.6036,1.5944,1.6005
2012-04-02,1.6004,1.6062,1.5976,1.602
2012-04-03,1.602,1.6046,1.589,1.5911
2012-04-04,1.5908,1.5913,1.5832,1.589
2012-04-05,1.5889,1.5908,1.5803,1.5826
2012-04-06,1.5825,1.589,1.582,1.5869
2012-04-09,1.5889,1.5913,1.5834,1.5896
2012-04-10,1.5896,1.593,1.5809,1.586
2012-04-11,1.5861,1.5938,1.5849,1.5907
2012-04-12,1.5909,1.5984,1.5906,1.5957
2012-04-13,1.5957,1.5969,1.5839,1.5854
2012-04-16,1.5847,1.591,1.5817,1.5895
2012-04-17,1.5896,1.5969,1.586,1.5926
2012-04-18,1.5924,1.6041,1.5893,1.6017
2012-04-19,1.6015,1.6078,1.6007,1.6051
2012-04-20,1.6053,1.6148,1.6036,1.6119
2012-04-23,1.6127,1.6134,1.6074,1.6122
2012-04-24,1.6123,1.6163,1.6108,1.6141
2012-04-25,1.6141,1.6182,1.608,1.6168
2012-04-26,1.6168,1.6206,1.6156,1.618
2012-04-27,1.6177,1.6279,1.6151,1.626
2012-04-30,1.6273,1.63,1.6219,1.6237
2012-05-01,1.6237,1.6247,1.6185,1.6218
2012-05-02,1.622,1.6238,1.6159,1.6194
2012-05-03,1.6195,1.6215,1.6159,1.6178
2012-05-04,1.6179,1.6199,1.6141,1.6144
2012-05-07,1.615,1.6197,1.6112,1.6193
2012-05-08,1.619,1.6198,1.6123,1.6152
2012-05-09,1.6151,1.6158,1.607,1.6131
2012-05-10,1.613,1.6182,1.609,1.6131
2012-05-11,1.6131,1.6143,1.6057,1.6066
2012-05-14,1.6064,1.6122,1.605,1.6096
2012-05-15,1.6097,1.6113,1.5987,1.5998
2012-05-16,1.5996,1.5997,1.5887,1.5911
2012-05-17,1.591,1.5932,1.5778,1.5781
2012-05-18,1.5781,1.5837,1.573,1.5816
2012-05-21,1.5808,1.584,1.5778,1.5821
2012-05-22,1.5821,1.5847,1.5739,1.5763
2012-05-23,1.5762,1.5771,1.5674,1.569
2012-05-24,1.5691,1.5726,1.5637,1.5668
2012-05-25,1.5667,1.5699,1.5629,1.5657
2012-05-28,1.5677,1.5717,1.567,1.5679
2012-05-29,1.5675,1.5716,1.5606,1.5632
2012-05-30,1.5632,1.5638,1.5472,1.5479
2012-05-31,1.548,1.5526,1.5359,1.5403
2012-06-01,1.539,1.5435,1.5266,1.5361
2012-06-04,1.5368,1.5415,1.5339,1.5381
2012-06-05,1.5382,1.5408,1.5319,1.5376
2012-06-06,1.5373,1.5515,1.537,1.5488
2012-06-07,1.5489,1.5599,1.5429,1.5532
2012-06-08,1.5531,1.5537,1.5402,1.5454
2012-06-11,1.5524,1.5581,1.5469,1.5472
2012-06-12,1.5469,1.5588,1.5454,1.5567
2012-06-13,1.5562,1.5597,1.5501,1.5509
2012-06-14,1.551,1.5563,1.5471,1.5551
2012-06-15,1.5551,1.5726,1.5474,1.5703
2012-06-18,1.5727,1.573,1.5634,1.5666
2012-06-19,1.5665,1.5757,1.5613,1.5724
2012-06-20,1.5714,1.5777,1.565,1.5704
2012-06-21,1.5705,1.5732,1.5575,1.5596
2012-06-22,1.5595,1.5634,1.5555,1.5576
2012-06-25,1.5583,1.5594,1.5537,1.5571
2012-06-26,1.5569,1.5651,1.5561,1.5635
2012-06-27,1.5633,1.5641,1.5545,1.5565
2012-06-28,1.5565,1.5624,1.5483,1.5515
2012-06-29,1.5514,1.5714,1.5506,1.5706
2012-07-02,1.5696,1.5722,1.564,1.569
2012-07-03,1.5691,1.5713,1.5656,1.5685
2012-07-04,1.5687,1.569,1.5573,1.5593
2012-07-05,1.5593,1.5623,1.5498,1.5522
2012-07-06,1.5521,1.5551,1.5458,1.5489
2012-07-09,1.5475,1.5534,1.5469,1.5524
2012-07-10,1.5524,1.5549,1.5476,1.5515
2012-07-11,1.5516,1.5578,1.5483,1.5502
2012-07-12,1.5507,1.5516,1.539,1.5431
2012-07-13,1.543,1.558,1.5413,1.5574
2012-07-16,1.5579,1.5654,1.5516,1.5631
2012-07-17,1.5632,1.5678,1.5552,1.5643
2012-07-18,1.5648,1.5668,1.558,1.5652
2012-07-19,1.5653,1.5737,1.5635,1.5717
2012-07-20,1.5718,1.5722,1.561,1.5619
2012-07-23,1.5606,1.5616,1.5483,1.5501
2012-07-24,1.5501,1.5552,1.5485,1.5504
2012-07-25,1.5504,1.5551,1.5457,1.5493
2012-07-26,1.5494,1.5723,1.5469,1.5683
2012-07-27,1.5684,1.5768,1.5664,1.5743
2012-07-30,1.573,1.574,1.5672,1.5705
2012-07-31,1.5703,1.573,1.5624,1.5672
2012-08-01,1.5672,1.569,1.5531,1.5537
2012-08-02,1.5539,1.5678,1.5488,1.5514
2012-08-03,1.5514,1.5657,1.5502,1.5642
2012-08-06,1.5635,1.5665,1.5545,1.5598
2012-08-07,1.56,1.5684,1.5562,1.562
2012-08-08,1.5621,1.5676,1.5571,1.5656
2012-08-09,1.5657,1.5685,1.5604,1.5633
2012-08-10,1.5634,1.5701,1.5576,1.5683
2012-08-13,1.5675,1.5717,1.5655,1.568
2012-08-14,1.5679,1.5728,1.5669,1.5674
2012-08-15,1.5675,1.5702,1.5659,1.5679
2012-08-16,1.5679,1.5744,1.5634,1.5734
2012-08-17,1.5735,1.5739,1.5673,1.5697
2012-08-20,1.5695,1.5717,1.5676,1.5708
2012-08-21,1.5709,1.5804,1.5704,1.5782
2012-08-22,1.5782,1.5883,1.5765,1.5881
2012-08-23,1.588,1.5912,1.5853,1.5858
2012-08-24,1.5858,1.5869,1.58,1.58
2012-08-27,1.5814,1.5828,1.5785,1.5789
2012-08-28,1.5789,1.5836,1.5752,1.5817
2012-08-29,1.5819,1.5855,1.5801,1.5827
2012-08-30,1.5828,1.5875,1.5769,1.5783
2012-08-31,1.5783,1.5895,1.5776,1.5863
2012-09-03,1.5879,1.5898,1.5847,1.5882
2012-09-04,1.5882,1.591,1.5857,1.5875
2012-09-05,1.5873,1.5934,1.5824,1.5901
2012-09-06,1.5901,1.5943,1.588,1.5935
2012-09-07,1.5933,1.6034,1.5921,1.6024
2012-09-10,1.6012,1.6018,1.5958,1.5985
2012-09-11,1.5986,1.6083,1.5985,1.6066
2012-09-12,1.6067,1.6131,1.6062,1.6107
2012-09-13,1.6107,1.6174,1.6072,1.6149
2012-09-14,1.615,1.6255,1.6135,1.6211
2012-09-17,1.6228,1.6273,1.6208,1.6246
2012-09-18,1.6247,1.6267,1.6219,1.624
2012-09-19,1.6238,1.6271,1.6183,1.622
2012-09-20,1.622,1.6236,1.6161,1.6214
2012-09-21,1.6215,1.6309,1.6211,1.6219
2012-09-24,1.6242,1.6247,1.618,1.6221
2012-09-25,1.6221,1.6268,1.618,1.6192
2012-09-26,1.6193,1.6209,1.6136,1.6167
2012-09-27,1.6167,1.6243,1.6163,1.6234
2012-09-28,1.6234,1.6272,1.6112,1.616
2012-10-01,1.6124,1.6174,1.6107,1.6129
2012-10-02,1.6131,1.6187,1.6123,1.6129
2012-10-03,1.613,1.614,1.6065,1.6079
2012-10-04,1.608,1.6202,1.6075,1.6191
2012-10-05,1.6191,1.6216,1.612,1.613
2012-10-08,1.6134,1.6139,1.6018,1.6019
2012-10-09,1.6022,1.6046,1.5973,1.6001
2012-10-10,1.6001,1.6034,1.5975,1.6001
2012-10-11,1.6,1.6054,1.5983,1.6047
2012-10-12,1.6047,1.6097,1.6016,1.607
2012-10-15,1.6078,1.6081,1.6018,1.6071
2012-10-16,1.6071,1.6134,1.6058,1.612
2012-10-17,1.6119,1.6178,1.6109,1.6141
2012-10-18,1.6139,1.6171,1.6037,1.6047
2012-10-19,1.6047,1.6067,1.5996,1.5996
2012-10-22,1.6007,1.6052,1.5988,1.6012
2012-10-23,1.6012,1.6024,1.5912,1.595
2012-10-24,1.595,1.6048,1.5934,1.604
2012-10-25,1.6036,1.6143,1.6024,1.6119
2012-10-26,1.6119,1.6141,1.608,1.6091
2012-10-29,1.6093,1.6099,1.6005,1.6027
2012-10-30,1.6028,1.6086,1.6019,1.6077
2012-10-31,1.6078,1.6139,1.6065,1.6128
2012-11-01,1.6129,1.6175,1.6117,1.6123
2012-11-02,1.6123,1.6133,1.6004,1.6031
2012-11-05,1.6008,1.6039,1.5956,1.5977
2012-11-06,1.5977,1.6008,1.5964,1.5994
2012-11-07,1.5994,1.6042,1.5953,1.5986
2012-11-08,1.5978,1.6004,1.5928,1.598
2012-11-09,1.5982,1.6019,1.5886,1.5892
2012-11-12,1.5901,1.5915,1.5862,1.5875
2012-11-13,1.5877,1.5916,1.5857,1.5869
2012-11-14,1.5868,1.5901,1.5836,1.5839
2012-11-15,1.584,1.5879,1.5826,1.5862
2012-11-16,1.5864,1.5901,1.5834,1.5881
2012-11-19,1.5885,1.5924,1.5879,1.5908
2012-11-20,1.5907,1.5936,1.5889,1.5924
2012-11-21,1.5924,1.5955,1.5881,1.5951
2012-11-22,1.595,1.5978,1.5916,1.594
2012-11-23,1.5932,1.6051,1.5925,1.6031
2012-11-26,1.6031,1.6038,1.5994,1.6026
2012-11-27,1.6026,1.6056,1.6008,1.6023
2012-11-28,1.602,1.6025,1.5961,1.6015
2012-11-29,1.6013,1.6048,1.6,1.6039
2012-11-30,1.6039,1.6062,1.5988,1.6008
2012-12-03,1.6015,1.6116,1.6012,1.6089
2012-12-04,1.6091,1.6131,1.6083,1.6096
2012-12-05,1.61,1.6118,1.608,1.6089
2012-12-06,1.6095,1.6127,1.6037,1.6049
2012-12-07,1.6046,1.6061,1.6001,1.6037
2012-12-10,1.6035,1.6096,1.6012,1.6072
2012-12-11,1.6075,1.6121,1.6066,1.6112
2012-12-12,1.6112,1.6172,1.6093,1.6147
2012-12-13,1.6147,1.6153,1.6084,1.6111
2012-12-14,1.6111,1.6178,1.6101,1.6168
2012-12-17,1.6164,1.6216,1.6156,1.6203
2012-12-18,1.6202,1.6269,1.6193,1.6251
2012-12-19,1.625,1.6306,1.6242,1.6244
2012-12-20,1.6245,1.6296,1.6237,1.6277
2012-12-21,1.6277,1.6283,1.6149,1.6169
2012-12-24,1.6148,1.6206,1.6099,1.6121
2012-12-25,1.6118,1.6142,1.5899,1.6124
2012-12-26,1.6123,1.6171,1.6106,1.6135
2012-12-27,1.6135,1.6202,1.6065,1.6097
2012-12-28,1.6098,1.617,1.6077,1.6167
2012-12-31,1.6171,1.6274,1.6131,1.6245
2013-01-01,1.6251,1.6267,1.6224,1.6244
2013-01-02,1.6246,1.638,1.6223,1.6252
2013-01-03,1.6255,1.6256,1.609,1.6105
2013-01-04,1.6106,1.6109,1.6008,1.6066
2013-01-07,1.6073,1.6117,1.6019,1.6113
2013-01-08,1.6114,1.6129,1.6028,1.6053
2013-01-09,1.6054,1.6075,1.599,1.6022
2013-01-10,1.6006,1.6168,1.6001,1.6163
2013-01-11,1.6166,1.6177,1.6087,1.6128
2013-01-14,1.6131,1.6154,1.603,1.6074
2013-01-15,1.6075,1.6101,1.6031,1.6063
2013-01-16,1.6063,1.608,1.5973,1.6004
2013-01-17,1.6005,1.6039,1.5954,1.5994
2013-01-18,1.5991,1.6006,1.5853,1.5859
2013-01-21,1.5847,1.5893,1.5804,1.5827
2013-01-22,1.5829,1.5883,1.5808,1.5835
2013-01-23,1.5837,1.5892,1.58,1.5846
2013-01-24,1.5843,1.5851,1.5754,1.5787
2013-01-25,1.5789,1.5827,1.5745,1.5794
2013-01-28,1.5758,1.5783,1.5673,1.5691
2013-01-29,1.5693,1.5773,1.5681,1.5763
2013-01-30,1.5761,1.5816,1.5723,1.5799
2013-01-31,1.5797,1.5875,1.5774,1.5855
2013-02-01,1.5854,1.5878,1.5689,1.5697
2013-02-04,1.5691,1.5772,1.5684,1.5761
2013-02-05,1.5761,1.5804,1.5629,1.5658
2013-02-06,1.5656,1.5678,1.5629,1.5657
2013-02-07,1.5656,1.5768,1.5642,1.5709
2013-02-08,1.5715,1.5844,1.5703,1.5792
2013-02-11,1.5799,1.581,1.565,1.5658
2013-02-12,1.5656,1.5671,1.5572,1.5659
2013-02-13,1.5661,1.5689,1.5521,1.554
2013-02-14,1.5539,1.5542,1.5472,1.5492
2013-02-15,1.5493,1.555,1.546,1.5514
2013-02-18,1.5503,1.5508,1.5437,1.5463
2013-02-19,1.5462,1.5504,1.5413,1.5424
2013-02-20,1.5424,1.5451,1.5191,1.5232
2013-02-21,1.5232,1.5273,1.5131,1.525
2013-02-22,1.5251,1.532,1.5161,1.5163
2013-02-25,1.5075,1.5199,1.5069,1.5158
2013-02-26,1.5159,1.5219,1.5111,1.5125
2013-02-27,1.5123,1.5188,1.5079,1.5156
2013-02-28,1.5156,1.5222,1.5147,1.5163
2013-03-01,1.5161,1.5185,1.4984,1.5038
2013-03-04,1.504,1.5117,1.4998,1.511
2013-03-05,1.5113,1.5199,1.5093,1.5125
2013-03-06,1.5124,1.5154,1.5014,1.5017
2013-03-07,1.5016,1.5082,1.4965,1.5013
2013-03-08,1.5012,1.5047,1.4884,1.4915
2013-03-11,1.4916,1.4943,1.4864,1.4915
2013-03-12,1.4916,1.4919,1.483,1.4896
2013-03-13,1.4898,1.4981,1.4892,1.4918
2013-03-14,1.492,1.5118,1.4914,1.5084
2013-03-15,1.5083,1.5177,1.5067,1.5114
2013-03-18,1.5084,1.5143,1.5072,1.5107
2013-03-19,1.5106,1.5144,1.5072,1.509
2013-03-20,1.5092,1.5186,1.5024,1.5101
2013-03-21,1.5102,1.5209,1.5085,1.5169
2013-03-22,1.517,1.5246,1.5164,1.5229
2013-03-25,1.523,1.526,1.5142,1.5171
2013-03-26,1.517,1.5207,1.5134,1.5156
2013-03-27,1.5158,1.5181,1.5092,1.5126
2013-03-28,1.5128,1.52,1.5111,1.5188
2013-03-29,1.519,1.5219,1.5175,1.5211
2013-04-01,1.5196,1.5242,1.5175,1.5226
2013-04-02,1.5225,1.5258,1.5096,1.5103
2013-04-03,1.5104,1.5158,1.5074,1.5131
2013-04-04,1.5131,1.5245,1.5031,1.5229
2013-04-05,1.5231,1.5363,1.5197,1.5335
2013-04-08,1.5329,1.5351,1.5238,1.5264
2013-04-09,1.5264,1.5341,1.5248,1.532
2013-04-10,1.5319,1.5343,1.5292,1.5327
2013-04-11,1.5326,1.5411,1.5315,1.5384
2013-04-12,1.5382,1.5409,1.5335,1.5338
2013-04-15,1.5336,1.5383,1.527,1.529
2013-04-16,1.5292,1.5378,1.527,1.5365
2013-04-17,1.5365,1.5369,1.5216,1.5242
2013-04-18,1.5241,1.5311,1.5214,1.5281
2013-04-19,1.528,1.5368,1.5222,1.5229
2013-04-22,1.5217,1.5295,1.521,1.5285
2013-04-23,1.5287,1.5298,1.5195,1.5236
2013-04-24,1.5235,1.5287,1.5224,1.5265
2013-04-25,1.5266,1.548,1.5261,1.5433
2013-04-26,1.5434,1.5498,1.5417,1.545
2013-04-29,1.5481,1.5546,1.5475,1.5492
2013-04-30,1.5492,1.5565,1.5467,1.5537
2013-05-01,1.5533,1.5606,1.5523,1.5555
2013-05-02,1.5554,1.559,1.5494,1.5531
2013-05-03,1.5533,1.5601,1.5477,1.5568
2013-05-06,1.5566,1.5598,1.552,1.554
2013-05-07,1.554,1.5551,1.5445,1.5482
2013-05-08,1.5482,1.5591,1.5467,1.5542
2013-05-09,1.5539,1.5587,1.5424,1.5448
